"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","1505739 MS FOR [MXX32381]","1","04/30/2019 08:50","1505740","MS","","05/03/2019 16:42","05/06/2019 17:02","MMS10499","MXX32381","E200.2","05/03/2019 10:00","Lead",".","7439-92-1","N","EP200.8",1080,"=","",,0.1,"ug/L",1,20,50,,,1000,108,70,130,0,,,,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.2,0.1,0.062
"","1505739 MS FOR [MXX32381]","1","04/30/2019 08:50","1505740","MS","","05/03/2019 16:42","05/06/2019 17:02","MMS10499","MXX32381","E200.2","05/03/2019 10:00","Zinc",".","7440-66-6","N","EP200.8",1050,"=","",,5,"ug/L",1,20,50,,,1000,105,70,130,0,,,,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",10,5,3.1
"","CB for HBN 1793284 (WFI/2812)","1","","1505842","CB","","05/06/2019 09:48","05/03/2019 16:16","WFI2812","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1793284 (WFI/2812)","1","","1505842","CB","","05/06/2019 09:48","05/03/2019 16:16","WFI2812","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1793284 (WFI/2812)","1","","1505842","CB","","05/06/2019 09:48","05/03/2019 16:16","WFI2812","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1793284 (WFI/2812)","1","","1505844","CB","","05/06/2019 09:48","05/03/2019 16:39","WFI2812","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1793284 (WFI/2812)","1","","1505844","CB","","05/06/2019 09:48","05/03/2019 16:39","WFI2812","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1793284 (WFI/2812)","1","","1505844","CB","","05/06/2019 09:48","05/03/2019 16:39","WFI2812","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1793284 (WFI/2812)","1","","1505846","CB","","05/06/2019 09:48","05/03/2019 17:01","WFI2812","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1793284 (WFI/2812)","1","","1505846","CB","","05/06/2019 09:48","05/03/2019 17:01","WFI2812","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1793284 (WFI/2812)","1","","1505846","CB","","05/06/2019 09:48","05/03/2019 17:01","WFI2812","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1793326 (MMS/10499)","1","","1506053","CB","","05/07/2019 10:21","05/06/2019 17:11","MMS10499","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CB for HBN 1793326 (MMS/10499)","1","","1506053","CB","","05/07/2019 10:21","05/06/2019 17:11","MMS10499","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CB for HBN 1793326 (MMS/10499)","1","","1506053","CB","","05/07/2019 10:21","05/06/2019 17:11","MMS10499","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.312
"","CB for HBN 1793326 (MMS/10499)","1","","1506053","CB","","05/07/2019 10:21","05/06/2019 17:11","MMS10499","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CB for HBN 1793326 (MMS/10499)","1","","1506053","CB","","05/07/2019 10:21","05/06/2019 17:11","MMS10499","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.0248
"","CB for HBN 1793326 (MMS/10499)","1","","1506053","CB","","05/07/2019 10:21","05/06/2019 17:11","MMS10499","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CB for HBN 1793326 (MMS/10499)","1","","1506055","CB","","05/07/2019 10:21","05/06/2019 17:47","MMS10499","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CB for HBN 1793326 (MMS/10499)","1","","1506055","CB","","05/07/2019 10:21","05/06/2019 17:47","MMS10499","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CB for HBN 1793326 (MMS/10499)","1","","1506055","CB","","05/07/2019 10:21","05/06/2019 17:47","MMS10499","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.312
"","CB for HBN 1793326 (MMS/10499)","1","","1506055","CB","","05/07/2019 10:21","05/06/2019 17:47","MMS10499","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CB for HBN 1793326 (MMS/10499)","1","","1506055","CB","","05/07/2019 10:21","05/06/2019 17:47","MMS10499","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.0248
"","CB for HBN 1793326 (MMS/10499)","1","","1506055","CB","","05/07/2019 10:21","05/06/2019 17:47","MMS10499","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CB for HBN 1793326 [MMS/10499]","1","","1506051","CB","","05/07/2019 10:18","05/06/2019 16:33","MMS10499","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CB for HBN 1793326 [MMS/10499]","1","","1506051","CB","","05/07/2019 10:18","05/06/2019 16:33","MMS10499","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CB for HBN 1793326 [MMS/10499]","1","","1506051","CB","","05/07/2019 10:18","05/06/2019 16:33","MMS10499","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.312
"","CB for HBN 1793326 [MMS/10499]","1","","1506051","CB","","05/07/2019 10:18","05/06/2019 16:33","MMS10499","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CB for HBN 1793326 [MMS/10499]","1","","1506051","CB","","05/07/2019 10:18","05/06/2019 16:33","MMS10499","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.0248
"","CB for HBN 1793326 [MMS/10499]","1","","1506051","CB","","05/07/2019 10:18","05/06/2019 16:33","MMS10499","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CB for HBN 1793568 (WDA/4553)","1","","1507076","CB","","05/13/2019 09:41","05/10/2019 17:03","WDA4553","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CB for HBN 1793568 (WDA/4553)","1","","1507078","CB","","05/13/2019 09:41","05/10/2019 17:15","WDA4553","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CB for HBN 1793568 (WDA/4553)","1","","1507080","CB","","05/13/2019 09:41","05/10/2019 17:26","WDA4553","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CCV for HBN 1793284 (WFI/2812)","1","","1505841","CCV","","05/06/2019 09:48","05/03/2019 16:14","WFI2812","","","","",".","Nitrate","N","SM21 4500NO3-F",1.14,"=","",,0.05,"mg/L",1,5,5,,,1.25,91.4,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1793284 (WFI/2812)","1","","1505841","CCV","","05/06/2019 09:48","05/03/2019 16:14","WFI2812","","","","",".","Nitrite","N","SM21 4500NO3-F",1.33,"=","",,0.05,"mg/L",1,5,5,,,1.25,106,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1793284 (WFI/2812)","1","","1505841","CCV","","05/06/2019 09:48","05/03/2019 16:14","WFI2812","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.47,"=","",,0.05,"mg/L",1,5,5,,,2.5,98.9,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1793284 (WFI/2812)","1","","1505843","CCV","","05/06/2019 09:48","05/03/2019 16:37","WFI2812","","","","",".","Nitrate","N","SM21 4500NO3-F",1.4,"=","",,0.05,"mg/L",1,5,5,,,1.25,112,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1793284 (WFI/2812)","1","","1505843","CCV","","05/06/2019 09:48","05/03/2019 16:37","WFI2812","","","","",".","Nitrite","N","SM21 4500NO3-F",1.35,"=","",,0.05,"mg/L",1,5,5,,,1.25,108,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1793284 (WFI/2812)","1","","1505843","CCV","","05/06/2019 09:48","05/03/2019 16:37","WFI2812","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.75,"=","",,0.05,"mg/L",1,5,5,,,2.5,110,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1793284 (WFI/2812)","1","","1505845","CCV","","05/06/2019 09:48","05/03/2019 17:00","WFI2812","","","","",".","Nitrate","N","SM21 4500NO3-F",1.16,"=","",,0.05,"mg/L",1,5,5,,,1.25,92.7,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1793284 (WFI/2812)","1","","1505845","CCV","","05/06/2019 09:48","05/03/2019 17:00","WFI2812","","","","",".","Nitrite","N","SM21 4500NO3-F",1.4,"=","",,0.05,"mg/L",1,5,5,,,1.25,112,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1793284 (WFI/2812)","1","","1505845","CCV","","05/06/2019 09:48","05/03/2019 17:00","WFI2812","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.56,"=","",,0.05,"mg/L",1,5,5,,,2.5,102,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1793326 (MMS/10499","1","","1506052","CCV","","05/07/2019 10:21","05/06/2019 17:08","MMS10499","","","","Arsenic",".","7440-38-2","N","EP200.8",52.5,"=","",,1,"ug/L",1,100,100,,,50,105,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CCV for HBN 1793326 (MMS/10499","1","","1506052","CCV","","05/07/2019 10:21","05/06/2019 17:08","MMS10499","","","","Cadmium",".","7440-43-9","N","EP200.8",27,"=","",,0.1,"ug/L",1,100,100,,,25,108,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CCV for HBN 1793326 (MMS/10499","1","","1506052","CCV","","05/07/2019 10:21","05/06/2019 17:08","MMS10499","","","","Chromium",".","7440-47-3","N","EP200.8",53.2,"=","",,0.4,"ug/L",1,100,100,,,50,106,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.312
"","CCV for HBN 1793326 (MMS/10499","1","","1506052","CCV","","05/07/2019 10:21","05/06/2019 17:08","MMS10499","","","","Copper",".","7440-50-8","N","EP200.8",53.6,"=","",,0.2,"ug/L",1,100,100,,,50,107,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CCV for HBN 1793326 (MMS/10499","1","","1506052","CCV","","05/07/2019 10:21","05/06/2019 17:08","MMS10499","","","","Lead",".","7439-92-1","N","EP200.8",11.1,"=","",,0.04,"ug/L",1,100,100,,,10,111,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.0248
"","CCV for HBN 1793326 (MMS/10499","1","","1506052","CCV","","05/07/2019 10:21","05/06/2019 17:08","MMS10499","","","","Zinc",".","7440-66-6","N","EP200.8",53.6,"=","",,2,"ug/L",1,100,100,,,50,107,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CCV for HBN 1793326 (MMS/10499","1","","1506054","CCV","","05/07/2019 10:21","05/06/2019 17:44","MMS10499","","","","Arsenic",".","7440-38-2","N","EP200.8",53.7,"=","",,1,"ug/L",1,100,100,,,50,107,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CCV for HBN 1793326 (MMS/10499","1","","1506054","CCV","","05/07/2019 10:21","05/06/2019 17:44","MMS10499","","","","Cadmium",".","7440-43-9","N","EP200.8",27,"=","",,0.1,"ug/L",1,100,100,,,25,108,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CCV for HBN 1793326 (MMS/10499","1","","1506054","CCV","","05/07/2019 10:21","05/06/2019 17:44","MMS10499","","","","Chromium",".","7440-47-3","N","EP200.8",52.1,"=","",,0.4,"ug/L",1,100,100,,,50,104,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.312
"","CCV for HBN 1793326 (MMS/10499","1","","1506054","CCV","","05/07/2019 10:21","05/06/2019 17:44","MMS10499","","","","Copper",".","7440-50-8","N","EP200.8",52.8,"=","",,0.2,"ug/L",1,100,100,,,50,106,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CCV for HBN 1793326 (MMS/10499","1","","1506054","CCV","","05/07/2019 10:21","05/06/2019 17:44","MMS10499","","","","Lead",".","7439-92-1","N","EP200.8",11,"=","",,0.04,"ug/L",1,100,100,,,10,110,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.0248
"","CCV for HBN 1793326 (MMS/10499","1","","1506054","CCV","","05/07/2019 10:21","05/06/2019 17:44","MMS10499","","","","Zinc",".","7440-66-6","N","EP200.8",52.8,"=","",,2,"ug/L",1,100,100,,,50,106,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CCV for HBN 1793568 (WDA/4553)","1","","1507075","CCV","","05/13/2019 09:41","05/10/2019 17:02","WDA4553","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.241,"=","",,0.01,"mg/L",1,10,10,,,0.25,96.4,90,110,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CCV for HBN 1793568 (WDA/4553)","1","","1507077","CCV","","05/13/2019 09:41","05/10/2019 17:14","WDA4553","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.236,"=","",,0.01,"mg/L",1,10,10,,,0.25,94.5,90,110,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CCV for HBN 1793568 (WDA/4553)","1","","1507079","CCV","","05/13/2019 09:41","05/10/2019 17:25","WDA4553","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.226,"=","",,0.01,"mg/L",1,10,10,,,0.25,90.6,90,110,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","ICB for HBN 1793284 (WFI/2812)","1","","1505829","ICB","","05/06/2019 09:48","05/03/2019 13:26","WFI2812","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","ICB for HBN 1793284 (WFI/2812)","1","","1505829","ICB","","05/06/2019 09:48","05/03/2019 13:26","WFI2812","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","ICB for HBN 1793284 (WFI/2812)","1","","1505829","ICB","","05/06/2019 09:48","05/03/2019 13:26","WFI2812","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","ICV for HBN 1793284 (WFI/2812)","1","","1505828","ICV","","05/06/2019 09:48","05/03/2019 13:24","WFI2812","","","","",".","Nitrate","N","SM21 4500NO3-F",1.41,"=","",,0.05,"mg/L",1,5,5,,,1.25,113,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","ICV for HBN 1793284 (WFI/2812)","1","","1505828","ICV","","05/06/2019 09:48","05/03/2019 13:24","WFI2812","","","","",".","Nitrite","N","SM21 4500NO3-F",1.34,"=","",,0.05,"mg/L",1,5,5,,,1.25,107,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","ICV for HBN 1793284 (WFI/2812)","1","","1505828","ICV","","05/06/2019 09:48","05/03/2019 13:24","WFI2812","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.75,"=","",,0.05,"mg/L",1,5,5,,,2.5,110,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","ICV for HBN 1793326 [MMS/10499","1","","1506049","ICV","","05/07/2019 10:18","05/06/2019 16:28","MMS10499","","","","Arsenic",".","7440-38-2","N","EP200.8",50.2,"=","",,1,"ug/L",1,100,100,,,50,100,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","ICV for HBN 1793326 [MMS/10499","1","","1506049","ICV","","05/07/2019 10:18","05/06/2019 16:28","MMS10499","","","","Cadmium",".","7440-43-9","N","EP200.8",25.4,"=","",,0.1,"ug/L",1,100,100,,,25,102,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","ICV for HBN 1793326 [MMS/10499","1","","1506049","ICV","","05/07/2019 10:18","05/06/2019 16:28","MMS10499","","","","Chromium",".","7440-47-3","N","EP200.8",49.5,"=","",,0.4,"ug/L",1,100,100,,,50,99,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.312
"","ICV for HBN 1793326 [MMS/10499","1","","1506049","ICV","","05/07/2019 10:18","05/06/2019 16:28","MMS10499","","","","Copper",".","7440-50-8","N","EP200.8",50.5,"=","",,0.2,"ug/L",1,100,100,,,50,101,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
