"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","CB for HBN 1797709 (WFI/2832)","1","","1524786","CB","","08/12/2019 11:42","08/09/2019 15:15","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524786","CB","","08/12/2019 11:42","08/09/2019 15:15","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524788","CB","","08/12/2019 11:42","08/09/2019 15:34","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524788","CB","","08/12/2019 11:42","08/09/2019 15:34","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524788","CB","","08/12/2019 11:42","08/09/2019 15:34","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524790","CB","","08/12/2019 11:42","08/09/2019 15:57","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524790","CB","","08/12/2019 11:42","08/09/2019 15:57","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524790","CB","","08/12/2019 11:42","08/09/2019 15:57","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1798083 (WDA/4629)","1","","1526088","CB","","08/19/2019 09:36","08/15/2019 11:43","WDA4629","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CB for HBN 1798083 (WDA/4629)","1","","1526090","CB","","08/19/2019 09:36","08/15/2019 11:55","WDA4629","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CB for HBN 1798083 (WDA/4629)","1","","1526092","CB","","08/19/2019 09:36","08/15/2019 12:06","WDA4629","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CB for HBN 1798083 (WDA/4629)","1","","1526094","CB","","08/19/2019 09:36","08/15/2019 12:11","WDA4629","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CCV for HBN 1797709 (WFI/2832)","1","","1524783","CCV","","08/12/2019 11:42","08/09/2019 15:03","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",1.21,"=","",,0.05,"mg/L",1,5,5,,,1.25,97.1,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524783","CCV","","08/12/2019 11:42","08/09/2019 15:03","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",1.34,"=","",,0.05,"mg/L",1,5,5,,,1.25,107,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524783","CCV","","08/12/2019 11:42","08/09/2019 15:03","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.55,"=","",,0.05,"mg/L",1,5,5,,,2.5,102,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524785","CCV","","08/12/2019 11:42","08/09/2019 15:13","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",1.28,"=","",,0.05,"mg/L",1,5,5,,,1.25,102,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524785","CCV","","08/12/2019 11:42","08/09/2019 15:13","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",1.33,"=","",,0.05,"mg/L",1,5,5,,,1.25,106,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524785","CCV","","08/12/2019 11:42","08/09/2019 15:13","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.61,"=","",,0.05,"mg/L",1,5,5,,,2.5,104,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524787","CCV","","08/12/2019 11:42","08/09/2019 15:32","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",1.26,"=","",,0.05,"mg/L",1,5,5,,,1.25,101,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524787","CCV","","08/12/2019 11:42","08/09/2019 15:32","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",1.33,"=","",,0.05,"mg/L",1,5,5,,,1.25,107,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524787","CCV","","08/12/2019 11:42","08/09/2019 15:32","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.59,"=","",,0.05,"mg/L",1,5,5,,,2.5,104,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524789","CCV","","08/12/2019 11:42","08/09/2019 15:55","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",1.24,"=","",,0.05,"mg/L",1,5,5,,,1.25,99.6,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524789","CCV","","08/12/2019 11:42","08/09/2019 15:55","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",1.36,"=","",,0.05,"mg/L",1,5,5,,,1.25,109,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524789","CCV","","08/12/2019 11:42","08/09/2019 15:55","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.6,"=","",,0.05,"mg/L",1,5,5,,,2.5,104,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1798083 (WDA/4629)","1","","1526089","CCV","","08/19/2019 09:36","08/15/2019 11:54","WDA4629","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.239,"=","",,0.01,"mg/L",1,10,10,,,0.25,95.7,90,110,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CCV for HBN 1798083 (WDA/4629)","1","","1526091","CCV","","08/19/2019 09:36","08/15/2019 12:05","WDA4629","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.239,"=","",,0.01,"mg/L",1,10,10,,,0.25,95.6,90,110,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CCV for HBN 1798083 (WDA/4629)","1","","1526093","CCV","","08/19/2019 09:36","08/15/2019 12:10","WDA4629","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.238,"=","",,0.01,"mg/L",1,10,10,,,0.25,95.4,90,110,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CCV for HBN 1798083 [WDA/4629]","1","","1526074","CCV","","08/19/2019 09:29","08/15/2019 11:42","WDA4629","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.24,"=","",,0.01,"mg/L",1,10,10,,,0.25,96,90,110,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","ICB for HBN 1797709 (WFI/2832)","1","","1524779","ICB","","08/12/2019 11:41","08/09/2019 14:28","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","ICB for HBN 1797709 (WFI/2832)","1","","1524779","ICB","","08/12/2019 11:41","08/09/2019 14:28","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","ICB for HBN 1797709 (WFI/2832)","1","","1524779","ICB","","08/12/2019 11:41","08/09/2019 14:28","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","ICV for HBN 1797709 (WFI/2832)","1","","1524778","ICV","","08/12/2019 11:41","08/09/2019 14:26","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",1.26,"=","",,0.05,"mg/L",1,5,5,,,1.25,101,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","ICV for HBN 1797709 (WFI/2832)","1","","1524778","ICV","","08/12/2019 11:41","08/09/2019 14:26","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",1.29,"=","",,0.05,"mg/L",1,5,5,,,1.25,103,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","ICV for HBN 1797709 (WFI/2832)","1","","1524778","ICV","","08/12/2019 11:41","08/09/2019 14:26","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.55,"=","",,0.05,"mg/L",1,5,5,,,2.5,102,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","LABREFQC","1","07/30/2019 09:00","1194284001","OS","","07/31/2019 16:40","08/15/2019 11:47","WDA4629","WXX12974","SM21 4500P-B,E","08/14/2019 21:30","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.0277,"=","",,0.01,"mg/L",1,25,25,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","LABREFQC","1","08/01/2019 10:46","1194337009","OS","","08/05/2019 09:17","08/09/2019 15:48","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0.14,"J","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","LABREFQC","9","08/07/2019 10:29","1194397001","OS","","08/07/2019 10:30","08/09/2019 15:08","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",8.14,"=","",,0.8,"mg/L",8,5,5,,,,,,,,,,,3,"(<10)","Waters Department",20,11,"EWW",0.8,0.4,0.2
"","LCS for HBN 1797709 (WFI/2832)","1","","1524803","LCS","","08/12/2019 11:45","08/09/2019 14:26","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",2.52,"=","",,0.1,"mg/L",2,5,5,,,2.5,101,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524803","LCS","","08/12/2019 11:45","08/09/2019 14:26","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",2.58,"=","",,0.1,"mg/L",2,5,5,,,2.5,103,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524803","LCS","","08/12/2019 11:45","08/09/2019 14:26","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",5.1,"=","",,0.1,"mg/L",2,5,5,,,5,102,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524805","LCS","","08/12/2019 11:45","08/09/2019 15:32","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",2.52,"=","",,0.1,"mg/L",2,5,5,,,2.5,101,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524805","LCS","","08/12/2019 11:45","08/09/2019 15:32","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",2.67,"=","",,0.1,"mg/L",2,5,5,,,2.5,107,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524805","LCS","","08/12/2019 11:45","08/09/2019 15:32","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",5.18,"=","",,0.1,"mg/L",2,5,5,,,5,104,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524807","LCS","","08/12/2019 11:45","08/09/2019 16:18","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",2.47,"=","",,0.1,"mg/L",2,5,5,,,2.5,99,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524807","LCS","","08/12/2019 11:45","08/09/2019 16:18","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",2.61,"=","",,0.1,"mg/L",2,5,5,,,2.5,105,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524807","LCS","","08/12/2019 11:45","08/09/2019 16:18","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",5.09,"=","",,0.1,"mg/L",2,5,5,,,5,102,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","LCS for HBN 1798080 [WXX/12974","1","","1526064","LCS","","08/19/2019 09:26","08/15/2019 11:45","WDA4629","WXX12974","SM21 4500P-B,E","08/14/2019 21:30","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.189,"=","",,0.01,"mg/L",1,25,25,,,0.2,94.4,75,125,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","LCSD for HBN 1798080 [WXX/1297","1","","1526065","LCSD","","08/19/2019 09:26","08/15/2019 11:46","WDA4629","WXX12974","SM21 4500P-B,E","08/14/2019 21:30","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.17,"=","",,0.01,"mg/L",1,25,25,,,0.2,85,75,125,,10.5,0,25,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","LLQC for HBN 1797709 [WFI/2832","1","","1524591","LLQC","","08/09/2019 17:24","08/09/2019 14:10","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,0.025,0,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","LLQC for HBN 1797709 [WFI/2832","1","","1524591","LLQC","","08/09/2019 17:24","08/09/2019 14:10","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,0.025,0,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","LLQC for HBN 1797709 [WFI/2832","1","","1524591","LLQC","","08/09/2019 17:24","08/09/2019 14:10","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0.0286,"J","",,0.05,"mg/L",1,5,5,,,0.05,57.2,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","MB for HBN 1797709 (WFI/2832)","1","","1524804","MB","","08/12/2019 11:45","08/09/2019 14:28","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.2,0.1,0.05
"","MB for HBN 1797709 (WFI/2832)","1","","1524804","MB","","08/12/2019 11:45","08/09/2019 14:28","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.2,0.1,0.05
"","MB for HBN 1797709 (WFI/2832)","1","","1524804","MB","","08/12/2019 11:45","08/09/2019 14:28","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","MB for HBN 1797709 (WFI/2832)","1","","1524806","MB","","08/12/2019 11:45","08/09/2019 15:34","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.2,0.1,0.05
"","MB for HBN 1797709 (WFI/2832)","1","","1524806","MB","","08/12/2019 11:45","08/09/2019 15:34","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.2,0.1,0.05
"","MB for HBN 1797709 (WFI/2832)","1","","1524806","MB","","08/12/2019 11:45","08/09/2019 15:34","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","MB for HBN 1797709 (WFI/2832)","1","","1524808","MB","","08/12/2019 11:45","08/09/2019 16:20","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.2,0.1,0.05
"","MB for HBN 1797709 (WFI/2832)","1","","1524808","MB","","08/12/2019 11:45","08/09/2019 16:20","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.2,0.1,0.05
"","MB for HBN 1797709 (WFI/2832)","1","","1524808","MB","","08/12/2019 11:45","08/09/2019 16:20","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","MB for HBN 1798080 [WXX/12974]","1","","1526063","MB","","08/19/2019 09:26","08/15/2019 11:44","WDA4629","WXX12974","SM21 4500P-B,E","08/14/2019 21:30","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,25,25,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","QCS for HBN 1797709 (WFI/2832)","1","","1524780","QCS","","08/12/2019 11:41","08/09/2019 14:29","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0.229,"=","",,0.05,"mg/L",1,5,5,,,0.25,91.6,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","QCS for HBN 1797709 (WFI/2832)","1","","1524780","QCS","","08/12/2019 11:41","08/09/2019 14:29","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0.267,"=","",,0.05,"mg/L",1,5,5,,,0.25,107,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","QCS for HBN 1797709 (WFI/2832)","1","","1524780","QCS","","08/12/2019 11:41","08/09/2019 14:29","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0.496,"=","",,0.05,"mg/L",1,5,5,,,0.5,99.2,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","QCS for HBN 1798083 [WDA/4629]","1","","1526071","QCS","","08/19/2019 09:29","08/15/2019 11:25","WDA4629","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.392,"=","",,0.01,"mg/L",1,10,10,,,0.4,98.1,90,110,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"Kenai Watershed","USFS - Jim's Landing","1","07/30/2019 10:40","1194287001","PS","","07/31/2019 16:40","08/09/2019 15:41","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0.248,"=","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"Kenai Watershed","USFS - Jim's Landing","1","07/30/2019 10:40","1194287001","PS","","07/31/2019 16:40","08/15/2019 12:03","WDA4629","WXX12974","SM21 4500P-B,E","08/14/2019 21:30","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,25,25,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
