"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","1523180 MS FOR [MXX32633]","1","08/02/2019 10:00","1523182","MS","","08/05/2019 09:14","08/05/2019 21:06","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Copper",".","7440-50-8","N","EP200.8",1110,"=","",,0.5,"ug/L",1,20,50,,,1000,105,70,130,64.3,,,,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",1,0.5,0.31
"","1523180 MS FOR [MXX32633]","1","08/02/2019 10:00","1523182","MS","","08/05/2019 09:14","08/05/2019 21:06","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Lead",".","7439-92-1","N","EP200.8",1110,"=","",,0.1,"ug/L",1,20,50,,,1000,110,70,130,0.953,,,,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.2,0.1,0.07
"","1523180 MS FOR [MXX32633]","1","08/02/2019 10:00","1523182","MS","","08/05/2019 09:14","08/05/2019 21:06","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Zinc",".","7440-66-6","N","EP200.8",1060,"=","",,5,"ug/L",1,20,50,,,1000,103,70,130,31.1,,,,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",10,5,3.1
"","CB for HBN 1797452 (MMS/10582)","1","","1523663","CB","","08/06/2019 12:21","08/05/2019 19:40","MMS10582","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CB for HBN 1797452 (MMS/10582)","1","","1523663","CB","","08/06/2019 12:21","08/05/2019 19:40","MMS10582","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CB for HBN 1797452 (MMS/10582)","1","","1523663","CB","","08/06/2019 12:21","08/05/2019 19:40","MMS10582","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.32
"","CB for HBN 1797452 (MMS/10582)","1","","1523663","CB","","08/06/2019 12:21","08/05/2019 19:40","MMS10582","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CB for HBN 1797452 (MMS/10582)","1","","1523663","CB","","08/06/2019 12:21","08/05/2019 19:40","MMS10582","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.028
"","CB for HBN 1797452 (MMS/10582)","1","","1523663","CB","","08/06/2019 12:21","08/05/2019 19:40","MMS10582","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CB for HBN 1797452 (MMS/10582)","1","","1523984","CB","","08/07/2019 12:22","08/05/2019 20:55","MMS10582","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CB for HBN 1797452 (MMS/10582)","1","","1523984","CB","","08/07/2019 12:22","08/05/2019 20:55","MMS10582","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CB for HBN 1797452 (MMS/10582)","1","","1523984","CB","","08/07/2019 12:22","08/05/2019 20:55","MMS10582","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.32
"","CB for HBN 1797452 (MMS/10582)","1","","1523984","CB","","08/07/2019 12:22","08/05/2019 20:55","MMS10582","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CB for HBN 1797452 (MMS/10582)","1","","1523984","CB","","08/07/2019 12:22","08/05/2019 20:55","MMS10582","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.028
"","CB for HBN 1797452 (MMS/10582)","1","","1523984","CB","","08/07/2019 12:22","08/05/2019 20:55","MMS10582","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CB for HBN 1797452 (MMS/10582)","1","","1523986","CB","","08/07/2019 12:23","08/05/2019 21:30","MMS10582","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CB for HBN 1797452 (MMS/10582)","1","","1523986","CB","","08/07/2019 12:23","08/05/2019 21:30","MMS10582","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CB for HBN 1797452 (MMS/10582)","1","","1523986","CB","","08/07/2019 12:23","08/05/2019 21:30","MMS10582","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.32
"","CB for HBN 1797452 (MMS/10582)","1","","1523986","CB","","08/07/2019 12:23","08/05/2019 21:30","MMS10582","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CB for HBN 1797452 (MMS/10582)","1","","1523986","CB","","08/07/2019 12:23","08/05/2019 21:30","MMS10582","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.028
"","CB for HBN 1797452 (MMS/10582)","1","","1523986","CB","","08/07/2019 12:23","08/05/2019 21:30","MMS10582","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CB for HBN 1797533 (MMS/10583)","1","","1523835","CB","","08/06/2019 19:29","08/06/2019 13:15","MMS10583","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CB for HBN 1797533 (MMS/10583)","1","","1523835","CB","","08/06/2019 19:29","08/06/2019 13:15","MMS10583","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CB for HBN 1797533 (MMS/10583)","1","","1523835","CB","","08/06/2019 19:29","08/06/2019 13:15","MMS10583","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.32
"","CB for HBN 1797533 (MMS/10583)","1","","1523835","CB","","08/06/2019 19:29","08/06/2019 13:15","MMS10583","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CB for HBN 1797533 (MMS/10583)","1","","1523835","CB","","08/06/2019 19:29","08/06/2019 13:15","MMS10583","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.028
"","CB for HBN 1797533 (MMS/10583)","1","","1523835","CB","","08/06/2019 19:29","08/06/2019 13:15","MMS10583","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CB for HBN 1797533 [MMS/10583]","1","","1523833","CB","","08/06/2019 19:22","08/06/2019 12:34","MMS10583","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CB for HBN 1797533 [MMS/10583]","1","","1523833","CB","","08/06/2019 19:22","08/06/2019 12:34","MMS10583","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CB for HBN 1797533 [MMS/10583]","1","","1523833","CB","","08/06/2019 19:22","08/06/2019 12:34","MMS10583","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.32
"","CB for HBN 1797533 [MMS/10583]","1","","1523833","CB","","08/06/2019 19:22","08/06/2019 12:34","MMS10583","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CB for HBN 1797533 [MMS/10583]","1","","1523833","CB","","08/06/2019 19:22","08/06/2019 12:34","MMS10583","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.028
"","CB for HBN 1797533 [MMS/10583]","1","","1523833","CB","","08/06/2019 19:22","08/06/2019 12:34","MMS10583","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CB for HBN 1797709 (WFI/2832)","1","","1524782","CB","","08/12/2019 11:41","08/09/2019 14:42","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524782","CB","","08/12/2019 11:41","08/09/2019 14:42","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524782","CB","","08/12/2019 11:41","08/09/2019 14:42","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524784","CB","","08/12/2019 11:42","08/09/2019 15:04","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524784","CB","","08/12/2019 11:42","08/09/2019 15:04","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524784","CB","","08/12/2019 11:42","08/09/2019 15:04","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524786","CB","","08/12/2019 11:42","08/09/2019 15:15","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524786","CB","","08/12/2019 11:42","08/09/2019 15:15","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524786","CB","","08/12/2019 11:42","08/09/2019 15:15","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524788","CB","","08/12/2019 11:42","08/09/2019 15:34","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524788","CB","","08/12/2019 11:42","08/09/2019 15:34","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524788","CB","","08/12/2019 11:42","08/09/2019 15:34","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524790","CB","","08/12/2019 11:42","08/09/2019 15:57","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524790","CB","","08/12/2019 11:42","08/09/2019 15:57","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1797709 (WFI/2832)","1","","1524790","CB","","08/12/2019 11:42","08/09/2019 15:57","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1798083 (WDA/4629)","1","","1526088","CB","","08/19/2019 09:36","08/15/2019 11:43","WDA4629","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CB for HBN 1798083 (WDA/4629)","1","","1526090","CB","","08/19/2019 09:36","08/15/2019 11:55","WDA4629","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CCV for HBN 1797452 (MMS/10582","1","","1523662","CCV","","08/06/2019 12:21","08/05/2019 19:37","MMS10582","","","","Arsenic",".","7440-38-2","N","EP200.8",53,"=","",,1,"ug/L",1,100,100,,,50,106,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CCV for HBN 1797452 (MMS/10582","1","","1523662","CCV","","08/06/2019 12:21","08/05/2019 19:37","MMS10582","","","","Cadmium",".","7440-43-9","N","EP200.8",25.5,"=","",,0.1,"ug/L",1,100,100,,,25,102,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CCV for HBN 1797452 (MMS/10582","1","","1523662","CCV","","08/06/2019 12:21","08/05/2019 19:37","MMS10582","","","","Chromium",".","7440-47-3","N","EP200.8",49.6,"=","",,0.4,"ug/L",1,100,100,,,50,99.2,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.32
"","CCV for HBN 1797452 (MMS/10582","1","","1523662","CCV","","08/06/2019 12:21","08/05/2019 19:37","MMS10582","","","","Copper",".","7440-50-8","N","EP200.8",52.7,"=","",,0.2,"ug/L",1,100,100,,,50,105,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CCV for HBN 1797452 (MMS/10582","1","","1523662","CCV","","08/06/2019 12:21","08/05/2019 19:37","MMS10582","","","","Lead",".","7439-92-1","N","EP200.8",10.6,"=","",,0.04,"ug/L",1,100,100,,,10,106,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.028
"","CCV for HBN 1797452 (MMS/10582","1","","1523662","CCV","","08/06/2019 12:21","08/05/2019 19:37","MMS10582","","","","Zinc",".","7440-66-6","N","EP200.8",51.7,"=","",,2,"ug/L",1,100,100,,,50,103,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CCV for HBN 1797452 (MMS/10582","1","","1523983","CCV","","08/07/2019 12:22","08/05/2019 20:52","MMS10582","","","","Arsenic",".","7440-38-2","N","EP200.8",51.7,"=","",,1,"ug/L",1,100,100,,,50,103,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CCV for HBN 1797452 (MMS/10582","1","","1523983","CCV","","08/07/2019 12:22","08/05/2019 20:52","MMS10582","","","","Cadmium",".","7440-43-9","N","EP200.8",24.9,"=","",,0.1,"ug/L",1,100,100,,,25,99.8,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CCV for HBN 1797452 (MMS/10582","1","","1523983","CCV","","08/07/2019 12:22","08/05/2019 20:52","MMS10582","","","","Chromium",".","7440-47-3","N","EP200.8",47,"=","",,0.4,"ug/L",1,100,100,,,50,94,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.32
"","CCV for HBN 1797452 (MMS/10582","1","","1523983","CCV","","08/07/2019 12:22","08/05/2019 20:52","MMS10582","","","","Copper",".","7440-50-8","N","EP200.8",51.4,"=","",,0.2,"ug/L",1,100,100,,,50,103,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CCV for HBN 1797452 (MMS/10582","1","","1523983","CCV","","08/07/2019 12:22","08/05/2019 20:52","MMS10582","","","","Lead",".","7439-92-1","N","EP200.8",10.3,"=","",,0.04,"ug/L",1,100,100,,,10,103,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.028
