"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","CB for HBN 1809428 (WFI/2882)","1","","1571299","CB","","07/28/2020 18:50","07/28/2020 16:35","WFI2882","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1809428 (WFI/2882)","1","","1571299","CB","","07/28/2020 18:50","07/28/2020 16:35","WFI2882","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1809428 (WFI/2882)","1","","1571301","CB","","07/28/2020 18:50","07/28/2020 16:47","WFI2882","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CB for HBN 1809428 (WFI/2882)","1","","1571301","CB","","07/28/2020 18:50","07/28/2020 16:47","WFI2882","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CB for HBN 1809428 (WFI/2882)","1","","1571301","CB","","07/28/2020 18:50","07/28/2020 16:47","WFI2882","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CB for HBN 1809469 (MMS/10841)","1","","1571489","CB","","07/29/2020 17:27","07/29/2020 13:55","MMS10841","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"ACF",2,1,0.6
"","CB for HBN 1809469 (MMS/10841)","1","","1571489","CB","","07/29/2020 17:27","07/29/2020 13:55","MMS10841","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"ACF",0.2,0.1,0.06
"","CB for HBN 1809469 (MMS/10841)","1","","1571489","CB","","07/29/2020 17:27","07/29/2020 13:55","MMS10841","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"ACF",0.8,0.4,0.32
"","CB for HBN 1809469 (MMS/10841)","1","","1571489","CB","","07/29/2020 17:27","07/29/2020 13:55","MMS10841","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",0.4,0.2,0.124
"","CB for HBN 1809469 (MMS/10841)","1","","1571489","CB","","07/29/2020 17:27","07/29/2020 13:55","MMS10841","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"ACF",0.08,0.04,0.028
"","CB for HBN 1809469 (MMS/10841)","1","","1571489","CB","","07/29/2020 17:27","07/29/2020 13:55","MMS10841","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",4,2,1.24
"","CB for HBN 1809469 (MMS/10841)","1","","1571491","CB","","07/29/2020 17:27","07/29/2020 14:31","MMS10841","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"ACF",2,1,0.6
"","CB for HBN 1809469 (MMS/10841)","1","","1571491","CB","","07/29/2020 17:27","07/29/2020 14:31","MMS10841","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"ACF",0.2,0.1,0.06
"","CB for HBN 1809469 (MMS/10841)","1","","1571491","CB","","07/29/2020 17:27","07/29/2020 14:31","MMS10841","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"ACF",0.8,0.4,0.32
"","CB for HBN 1809469 (MMS/10841)","1","","1571491","CB","","07/29/2020 17:27","07/29/2020 14:31","MMS10841","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",0.4,0.2,0.124
"","CB for HBN 1809469 (MMS/10841)","1","","1571491","CB","","07/29/2020 17:27","07/29/2020 14:31","MMS10841","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"ACF",0.08,0.04,0.028
"","CB for HBN 1809469 (MMS/10841)","1","","1571491","CB","","07/29/2020 17:27","07/29/2020 14:31","MMS10841","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",4,2,1.24
"","CB for HBN 1809469 (MMS/10841)","1","","1571493","CB","","07/29/2020 17:27","07/29/2020 15:07","MMS10841","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"ACF",2,1,0.6
"","CB for HBN 1809469 (MMS/10841)","1","","1571493","CB","","07/29/2020 17:27","07/29/2020 15:07","MMS10841","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"ACF",0.2,0.1,0.06
"","CB for HBN 1809469 (MMS/10841)","1","","1571493","CB","","07/29/2020 17:27","07/29/2020 15:07","MMS10841","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"ACF",0.8,0.4,0.32
"","CB for HBN 1809469 (MMS/10841)","1","","1571493","CB","","07/29/2020 17:27","07/29/2020 15:07","MMS10841","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",0.4,0.2,0.124
"","CB for HBN 1809469 (MMS/10841)","1","","1571493","CB","","07/29/2020 17:27","07/29/2020 15:07","MMS10841","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"ACF",0.08,0.04,0.028
"","CB for HBN 1809469 (MMS/10841)","1","","1571493","CB","","07/29/2020 17:27","07/29/2020 15:07","MMS10841","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",4,2,1.24
"","CB for HBN 1809469 (MMS/10841)","1","","1571495","CB","","07/29/2020 17:28","07/29/2020 15:43","MMS10841","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"ACF",2,1,0.6
"","CB for HBN 1809469 (MMS/10841)","1","","1571495","CB","","07/29/2020 17:28","07/29/2020 15:43","MMS10841","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"ACF",0.2,0.1,0.06
"","CB for HBN 1809469 (MMS/10841)","1","","1571495","CB","","07/29/2020 17:28","07/29/2020 15:43","MMS10841","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"ACF",0.8,0.4,0.32
"","CB for HBN 1809469 (MMS/10841)","1","","1571495","CB","","07/29/2020 17:28","07/29/2020 15:43","MMS10841","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",0.4,0.2,0.124
"","CB for HBN 1809469 (MMS/10841)","1","","1571495","CB","","07/29/2020 17:28","07/29/2020 15:43","MMS10841","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"ACF",0.08,0.04,0.028
"","CB for HBN 1809469 (MMS/10841)","1","","1571495","CB","","07/29/2020 17:28","07/29/2020 15:43","MMS10841","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",4,2,1.24
"","CB for HBN 1809469 (MMS/10841)","1","","1571497","CB","","07/29/2020 17:28","07/29/2020 16:17","MMS10841","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"ACF",2,1,0.6
"","CB for HBN 1809469 (MMS/10841)","1","","1571497","CB","","07/29/2020 17:28","07/29/2020 16:17","MMS10841","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"ACF",0.2,0.1,0.06
"","CB for HBN 1809469 (MMS/10841)","1","","1571497","CB","","07/29/2020 17:28","07/29/2020 16:17","MMS10841","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"ACF",0.8,0.4,0.32
"","CB for HBN 1809469 (MMS/10841)","1","","1571497","CB","","07/29/2020 17:28","07/29/2020 16:17","MMS10841","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",0.4,0.2,0.124
"","CB for HBN 1809469 (MMS/10841)","1","","1571497","CB","","07/29/2020 17:28","07/29/2020 16:17","MMS10841","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"ACF",0.08,0.04,0.028
"","CB for HBN 1809469 (MMS/10841)","1","","1571497","CB","","07/29/2020 17:28","07/29/2020 16:17","MMS10841","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",4,2,1.24
"","CB for HBN 1809808 (WDA/4825)","1","","1572660","CB","","08/04/2020 19:18","08/04/2020 14:07","WDA4825","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.02,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"EWW",0.04,0.02,0.012
"","CB for HBN 1809808 [WDA/4825]","1","","1572656","CB","","08/04/2020 19:07","08/04/2020 13:43","WDA4825","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.02,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"EWW",0.04,0.02,0.012
"","CB for HBN 1809808 [WDA/4825]","1","","1572658","CB","","08/04/2020 19:07","08/04/2020 13:55","WDA4825","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.02,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"EWW",0.04,0.02,0.012
"","CCV for HBN 1809428 (WFI/2882)","1","","1571290","CCV","","07/28/2020 18:50","07/28/2020 15:02","WFI2882","","","","",".","Nitrate","N","SM21 4500NO3-F",1.07,"=","",,0.05,"mg/L",1,5,5,,,1.25,85.8,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1809428 (WFI/2882)","1","","1571290","CCV","","07/28/2020 18:50","07/28/2020 15:02","WFI2882","","","","",".","Nitrite","N","SM21 4500NO3-F",1.21,"=","",,0.05,"mg/L",1,5,5,,,1.25,97.1,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1809428 (WFI/2882)","1","","1571290","CCV","","07/28/2020 18:50","07/28/2020 15:02","WFI2882","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.29,"=","",,0.05,"mg/L",1,5,5,,,2.5,91.5,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1809428 (WFI/2882)","1","","1571292","CCV","","07/28/2020 18:50","07/28/2020 15:25","WFI2882","","","","",".","Nitrate","N","SM21 4500NO3-F",1.14,"=","",,0.05,"mg/L",1,5,5,,,1.25,91.5,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1809428 (WFI/2882)","1","","1571292","CCV","","07/28/2020 18:50","07/28/2020 15:25","WFI2882","","","","",".","Nitrite","N","SM21 4500NO3-F",1.27,"=","",,0.05,"mg/L",1,5,5,,,1.25,101,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1809428 (WFI/2882)","1","","1571292","CCV","","07/28/2020 18:50","07/28/2020 15:25","WFI2882","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.41,"=","",,0.05,"mg/L",1,5,5,,,2.5,96.5,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1809428 (WFI/2882)","1","","1571294","CCV","","07/28/2020 18:50","07/28/2020 15:48","WFI2882","","","","",".","Nitrate","N","SM21 4500NO3-F",1.3,"=","",,0.05,"mg/L",1,5,5,,,1.25,104,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1809428 (WFI/2882)","1","","1571294","CCV","","07/28/2020 18:50","07/28/2020 15:48","WFI2882","","","","",".","Nitrite","N","SM21 4500NO3-F",1.21,"=","",,0.05,"mg/L",1,5,5,,,1.25,96.6,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
