PROJECT_ID,SAMPLE_ID,MATRIX,COLLECT_DATE,LAB_SAMPLE_ID,SAMPLE_TYPE,LOCATION,REC_DATE,RUN_DATE,ANL_BATCH,PRP_BATCH,EXTRACTION_CODE,EXTRACTED_DATE,ANALYTE,CAS_NUMBER,ANALYTE_FLAG,ANALYTICAL_METHOD,RESULT,RESULTFLAG,TEXT_RESULT,REPDL,LIMIT_DEFINITION,UNITS,ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERY,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,ALLOWABLE_LIMITS,DISSOLVED,ANALYSIS_GROUP,METHOD_ORDER,ANALTE_ORDER,LOQ,LOD,DL,SDG
1231846,RM 1.5-KENAI CITY DOCK,WATER,05/03/2023 13:53,FC5912-3,PS,,05/09/2023 00:00,05/23/2023 12:29,MA19438,MP42262,EPA 200.7,05/18/2023 16:00,Calcium,7440-70-2,N,EPA 200.7,291000,,,500,LOD,ug/l,5,,,,,,,,,,,,,3,,T,Metals,001,80,5000,500,5000,FC5912
1231846,RM 1.5-KENAI CITY DOCK,WATER,05/03/2023 13:53,FC5912-3,PS,,05/09/2023 00:00,05/23/2023 12:29,MA19438,MP42262,EPA 200.7,05/18/2023 16:00,Copper,7440-50-8,N,EPA 200.7,0,U,,10,LOD,ug/l,5,,,,,,,,,,,,,3,,T,Metals,001,110,130,10,130,FC5912
1231846,RM 1.5-KENAI CITY DOCK,WATER,05/03/2023 13:53,FC5912-3,PS,,05/09/2023 00:00,05/23/2023 12:29,MA19438,MP42262,EPA 200.7,05/18/2023 16:00,Iron,7439-89-6,N,EPA 200.7,12200,,,250,LOD,ug/l,5,,,,,,,,,,,,,3,,T,Metals,001,120,1500,250,1500,FC5912
1231846,RM 1.5-KENAI CITY DOCK,WATER,05/03/2023 13:53,FC5912-3,PS,,05/09/2023 00:00,05/23/2023 12:29,MA19438,MP42262,EPA 200.7,05/18/2023 16:00,Magnesium,7439-95-4,N,EPA 200.7,906000,,,500,LOD,ug/l,5,,,,,,,,,,,,,3,,T,Metals,001,140,25000,500,25000,FC5912
1231846,RM 1.5-KENAI CITY DOCK,WATER,05/03/2023 13:53,FC5912-3,PS,,05/09/2023 00:00,05/23/2023 12:29,MA19438,MP42262,EPA 200.7,05/18/2023 16:00,Zinc,7440-66-6,N,EPA 200.7,0,U,,25,LOD,ug/l,5,,,,,,,,,,,,,3,,T,Metals,001,280,100,25,100,FC5912
1231846,RM 1.5-KENAI CITY DOCK-DUP,WATER,05/03/2023 13:37,FC5912-2,PS,,05/09/2023 00:00,05/23/2023 12:24,MA19438,MP42262,EPA 200.7,05/18/2023 16:00,Calcium,7440-70-2,N,EPA 200.7,316000,,,500,LOD,ug/l,5,,,,,,,,,,,,,3,,T,Metals,001,80,5000,500,5000,FC5912
1231846,RM 1.5-KENAI CITY DOCK-DUP,WATER,05/03/2023 13:37,FC5912-2,PS,,05/09/2023 00:00,05/23/2023 12:24,MA19438,MP42262,EPA 200.7,05/18/2023 16:00,Copper,7440-50-8,N,EPA 200.7,0,U,,10,LOD,ug/l,5,,,,,,,,,,,,,3,,T,Metals,001,110,130,10,130,FC5912
1231846,RM 1.5-KENAI CITY DOCK-DUP,WATER,05/03/2023 13:37,FC5912-2,PS,,05/09/2023 00:00,05/23/2023 12:24,MA19438,MP42262,EPA 200.7,05/18/2023 16:00,Iron,7439-89-6,N,EPA 200.7,12000,,,250,LOD,ug/l,5,,,,,,,,,,,,,3,,T,Metals,001,120,1500,250,1500,FC5912
1231846,RM 1.5-KENAI CITY DOCK-DUP,WATER,05/03/2023 13:37,FC5912-2,PS,,05/09/2023 00:00,05/23/2023 12:24,MA19438,MP42262,EPA 200.7,05/18/2023 16:00,Magnesium,7439-95-4,N,EPA 200.7,991000,,,500,LOD,ug/l,5,,,,,,,,,,,,,3,,T,Metals,001,140,25000,500,25000,FC5912
1231846,RM 1.5-KENAI CITY DOCK-DUP,WATER,05/03/2023 13:37,FC5912-2,PS,,05/09/2023 00:00,05/23/2023 12:24,MA19438,MP42262,EPA 200.7,05/18/2023 16:00,Zinc,7440-66-6,N,EPA 200.7,0,U,,25,LOD,ug/l,5,,,,,,,,,,,,,3,,T,Metals,001,280,100,25,100,FC5912
1231846,RM 10-BEAVER CREEK,WATER,05/03/2023 10:05,FC5912-5,PS,,05/09/2023 00:00,05/22/2023 11:45,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Calcium,7440-70-2,N,EPA 200.7,8440,,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,80,1000,100,1000,FC5912
1231846,RM 10-BEAVER CREEK,WATER,05/03/2023 10:05,FC5912-5,PS,,05/09/2023 00:00,05/22/2023 11:45,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Copper,7440-50-8,N,EPA 200.7,0,U,,2.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,110,25,2.0,25,FC5912
1231846,RM 10-BEAVER CREEK,WATER,05/03/2023 10:05,FC5912-5,PS,,05/09/2023 00:00,05/22/2023 11:45,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Iron,7439-89-6,N,EPA 200.7,8630,,,50,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,120,300,50,300,FC5912
1231846,RM 10-BEAVER CREEK,WATER,05/03/2023 10:05,FC5912-5,PS,,05/09/2023 00:00,05/22/2023 11:45,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Magnesium,7439-95-4,N,EPA 200.7,0,U,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,140,5000,100,5000,FC5912
1231846,RM 10-BEAVER CREEK,WATER,05/03/2023 10:05,FC5912-5,PS,,05/09/2023 00:00,05/22/2023 11:45,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Zinc,7440-66-6,N,EPA 200.7,0,U,,5.0,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,280,20,5.0,20,FC5912
1231846,RM 12.5-PILLARS,WATER,05/03/2023 08:32,FC5912-6,PS,,05/09/2023 00:00,05/22/2023 11:50,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Calcium,7440-70-2,N,EPA 200.7,11000,,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,80,1000,100,1000,FC5912
1231846,RM 12.5-PILLARS,WATER,05/03/2023 08:32,FC5912-6,PS,,05/09/2023 00:00,05/22/2023 11:50,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Copper,7440-50-8,N,EPA 200.7,0,U,,2.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,110,25,2.0,25,FC5912
1231846,RM 12.5-PILLARS,WATER,05/03/2023 08:32,FC5912-6,PS,,05/09/2023 00:00,05/22/2023 11:50,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Iron,7439-89-6,N,EPA 200.7,2020,,,50,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,120,300,50,300,FC5912
1231846,RM 12.5-PILLARS,WATER,05/03/2023 08:32,FC5912-6,PS,,05/09/2023 00:00,05/22/2023 11:50,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Magnesium,7439-95-4,N,EPA 200.7,0,U,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,140,5000,100,5000,FC5912
1231846,RM 12.5-PILLARS,WATER,05/03/2023 08:32,FC5912-6,PS,,05/09/2023 00:00,05/22/2023 11:50,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Zinc,7440-66-6,N,EPA 200.7,0,U,,5.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,280,20,5.0,20,FC5912
1231846,RM 12.5-PILLARS-FIELD BLANK,WATER,05/02/2023 08:32,FC5912-24,PS,,05/09/2023 00:00,05/22/2023 19:32,MA19429,MP42269,SW846 3010A,05/19/2023 14:23,Calcium,7440-70-2,N,SW846 6010D,10700,,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,002,80,1000,100,1000,FC5912
1231846,RM 12.5-PILLARS-FIELD BLANK,WATER,05/02/2023 08:32,FC5912-24,PS,,05/09/2023 00:00,05/22/2023 19:32,MA19429,MP42269,SW846 3010A,05/19/2023 14:23,Copper,7440-50-8,N,SW846 6010D,0,U,,2.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,002,110,25,2.0,25,FC5912
1231846,RM 12.5-PILLARS-FIELD BLANK,WATER,05/02/2023 08:32,FC5912-24,PS,,05/09/2023 00:00,05/22/2023 19:32,MA19429,MP42269,SW846 3010A,05/19/2023 14:23,Iron,7439-89-6,N,SW846 6010D,1920,,,50,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,002,120,300,50,300,FC5912
1231846,RM 12.5-PILLARS-FIELD BLANK,WATER,05/02/2023 08:32,FC5912-24,PS,,05/09/2023 00:00,05/22/2023 19:32,MA19429,MP42269,SW846 3010A,05/19/2023 14:23,Magnesium,7439-95-4,N,SW846 6010D,0,U,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,002,140,5000,100,5000,FC5912
1231846,RM 12.5-PILLARS-FIELD BLANK,WATER,05/02/2023 08:32,FC5912-24,PS,,05/09/2023 00:00,05/22/2023 19:32,MA19429,MP42269,SW846 3010A,05/19/2023 14:23,Zinc,7440-66-6,N,SW846 6010D,0,U,,5.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,002,280,20,5.0,20,FC5912
1231846,RM 18-POACHER'S COVE,WATER,05/03/2023 09:24,FC5912-7,PS,,05/09/2023 00:00,05/22/2023 11:55,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Calcium,7440-70-2,N,EPA 200.7,11400,,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,80,1000,100,1000,FC5912
1231846,RM 18-POACHER'S COVE,WATER,05/03/2023 09:24,FC5912-7,PS,,05/09/2023 00:00,05/22/2023 11:55,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Copper,7440-50-8,N,EPA 200.7,0,U,,2.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,110,25,2.0,25,FC5912
1231846,RM 18-POACHER'S COVE,WATER,05/03/2023 09:24,FC5912-7,PS,,05/09/2023 00:00,05/22/2023 11:55,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Iron,7439-89-6,N,EPA 200.7,1890,,,50,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,120,300,50,300,FC5912
1231846,RM 18-POACHER'S COVE,WATER,05/03/2023 09:24,FC5912-7,PS,,05/09/2023 00:00,05/22/2023 11:55,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Magnesium,7439-95-4,N,EPA 200.7,0,U,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,140,5000,100,5000,FC5912
1231846,RM 18-POACHER'S COVE,WATER,05/03/2023 09:24,FC5912-7,PS,,05/09/2023 00:00,05/22/2023 11:55,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Zinc,7440-66-6,N,EPA 200.7,0,U,,5.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,280,20,5.0,20,FC5912
1231846,RM 19-SLIKOK CREEK,WATER,05/03/2023 08:47,FC5912-8,PS,,05/09/2023 00:00,05/22/2023 12:00,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Calcium,7440-70-2,N,EPA 200.7,5510,,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,80,1000,100,1000,FC5912
1231846,RM 19-SLIKOK CREEK,WATER,05/03/2023 08:47,FC5912-8,PS,,05/09/2023 00:00,05/22/2023 12:00,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Copper,7440-50-8,N,EPA 200.7,0,U,,2.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,110,25,2.0,25,FC5912
1231846,RM 19-SLIKOK CREEK,WATER,05/03/2023 08:47,FC5912-8,PS,,05/09/2023 00:00,05/22/2023 12:00,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Iron,7439-89-6,N,EPA 200.7,1210,,,50,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,120,300,50,300,FC5912
1231846,RM 19-SLIKOK CREEK,WATER,05/03/2023 08:47,FC5912-8,PS,,05/09/2023 00:00,05/22/2023 12:00,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Magnesium,7439-95-4,N,EPA 200.7,0,U,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,140,5000,100,5000,FC5912
1231846,RM 19-SLIKOK CREEK,WATER,05/03/2023 08:47,FC5912-8,PS,,05/09/2023 00:00,05/22/2023 12:00,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Zinc,7440-66-6,N,EPA 200.7,0,U,,5.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,280,20,5.0,20,FC5912
1231846,RM 21-SOLDOTNA BRIDGE,WATER,05/03/2023 09:27,FC5912-9,PS,,05/09/2023 00:00,05/22/2023 12:05,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Calcium,7440-70-2,N,EPA 200.7,10600,,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,80,1000,100,1000,FC5912
1231846,RM 21-SOLDOTNA BRIDGE,WATER,05/03/2023 09:27,FC5912-9,PS,,05/09/2023 00:00,05/22/2023 12:05,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Copper,7440-50-8,N,EPA 200.7,0,U,,2.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,110,25,2.0,25,FC5912
1231846,RM 21-SOLDOTNA BRIDGE,WATER,05/03/2023 09:27,FC5912-9,PS,,05/09/2023 00:00,05/22/2023 12:05,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Iron,7439-89-6,N,EPA 200.7,1560,,,50,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,120,300,50,300,FC5912
1231846,RM 21-SOLDOTNA BRIDGE,WATER,05/03/2023 09:27,FC5912-9,PS,,05/09/2023 00:00,05/22/2023 12:05,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Magnesium,7439-95-4,N,EPA 200.7,0,U,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,140,5000,100,5000,FC5912
1231846,RM 21-SOLDOTNA BRIDGE,WATER,05/03/2023 09:27,FC5912-9,PS,,05/09/2023 00:00,05/22/2023 12:05,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Zinc,7440-66-6,N,EPA 200.7,0,U,,5.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,280,20,5.0,20,FC5912
1231846,RM 22-SOLDOTNA CREEK,WATER,05/02/2023 09:49,FC5912-10,PS,,05/09/2023 00:00,05/22/2023 12:10,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Calcium,7440-70-2,N,EPA 200.7,10400,,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,80,1000,100,1000,FC5912
1231846,RM 22-SOLDOTNA CREEK,WATER,05/02/2023 09:49,FC5912-10,PS,,05/09/2023 00:00,05/22/2023 12:10,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Copper,7440-50-8,N,EPA 200.7,0,U,,2.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,110,25,2.0,25,FC5912
1231846,RM 22-SOLDOTNA CREEK,WATER,05/02/2023 09:49,FC5912-10,PS,,05/09/2023 00:00,05/22/2023 12:10,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Iron,7439-89-6,N,EPA 200.7,1330,,,50,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,120,300,50,300,FC5912
1231846,RM 22-SOLDOTNA CREEK,WATER,05/02/2023 09:49,FC5912-10,PS,,05/09/2023 00:00,05/22/2023 12:10,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Magnesium,7439-95-4,N,EPA 200.7,0,U,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,140,5000,100,5000,FC5912
1231846,RM 22-SOLDOTNA CREEK,WATER,05/02/2023 09:49,FC5912-10,PS,,05/09/2023 00:00,05/22/2023 12:10,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Zinc,7440-66-6,N,EPA 200.7,0,U,,5.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,280,20,5.0,20,FC5912
1231846,RM 23-SWIFTWATER PARK,WATER,05/02/2023 10:20,FC5912-11,PS,,05/09/2023 00:00,05/22/2023 12:15,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Calcium,7440-70-2,N,EPA 200.7,15400,,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,80,1000,100,1000,FC5912
1231846,RM 23-SWIFTWATER PARK,WATER,05/02/2023 10:20,FC5912-11,PS,,05/09/2023 00:00,05/22/2023 12:15,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Copper,7440-50-8,N,EPA 200.7,0,U,,2.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,110,25,2.0,25,FC5912
1231846,RM 23-SWIFTWATER PARK,WATER,05/02/2023 10:20,FC5912-11,PS,,05/09/2023 00:00,05/22/2023 12:15,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Iron,7439-89-6,N,EPA 200.7,327,,,50,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,120,300,50,300,FC5912
1231846,RM 23-SWIFTWATER PARK,WATER,05/02/2023 10:20,FC5912-11,PS,,05/09/2023 00:00,05/22/2023 12:15,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Magnesium,7439-95-4,N,EPA 200.7,5470,,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,140,5000,100,5000,FC5912
1231846,RM 23-SWIFTWATER PARK,WATER,05/02/2023 10:20,FC5912-11,PS,,05/09/2023 00:00,05/22/2023 12:15,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Zinc,7440-66-6,N,EPA 200.7,0,U,,5.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,280,20,5.0,20,FC5912
1231846,RM 30-FUNNY RIVER,WATER,05/02/2023 08:57,FC5912-12,PS,,05/09/2023 00:00,05/22/2023 12:30,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Calcium,7440-70-2,N,EPA 200.7,7600,,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,80,1000,100,1000,FC5912
1231846,RM 30-FUNNY RIVER,WATER,05/02/2023 08:57,FC5912-12,PS,,05/09/2023 00:00,05/22/2023 12:30,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Copper,7440-50-8,N,EPA 200.7,0,U,,2.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,110,25,2.0,25,FC5912
1231846,RM 30-FUNNY RIVER,WATER,05/02/2023 08:57,FC5912-12,PS,,05/09/2023 00:00,05/22/2023 12:30,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Iron,7439-89-6,N,EPA 200.7,2690,,,50,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,120,300,50,300,FC5912
1231846,RM 30-FUNNY RIVER,WATER,05/02/2023 08:57,FC5912-12,PS,,05/09/2023 00:00,05/22/2023 12:30,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Magnesium,7439-95-4,N,EPA 200.7,0,U,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,140,5000,100,5000,FC5912
1231846,RM 30-FUNNY RIVER,WATER,05/02/2023 08:57,FC5912-12,PS,,05/09/2023 00:00,05/22/2023 12:30,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Zinc,7440-66-6,N,EPA 200.7,0,U,,5.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,280,20,5.0,20,FC5912
1231846,RM 31-MORGAN'S LANDING,WATER,05/02/2023 10:00,FC5912-13,PS,,05/09/2023 00:00,05/22/2023 12:35,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Calcium,7440-70-2,N,EPA 200.7,11900,,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,80,1000,100,1000,FC5912
1231846,RM 31-MORGAN'S LANDING,WATER,05/02/2023 10:00,FC5912-13,PS,,05/09/2023 00:00,05/22/2023 12:35,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Copper,7440-50-8,N,EPA 200.7,0,U,,2.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,110,25,2.0,25,FC5912
1231846,RM 31-MORGAN'S LANDING,WATER,05/02/2023 10:00,FC5912-13,PS,,05/09/2023 00:00,05/22/2023 12:35,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Iron,7439-89-6,N,EPA 200.7,1110,,,50,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,120,300,50,300,FC5912
1231846,RM 31-MORGAN'S LANDING,WATER,05/02/2023 10:00,FC5912-13,PS,,05/09/2023 00:00,05/22/2023 12:35,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Magnesium,7439-95-4,N,EPA 200.7,0,U,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,140,5000,100,5000,FC5912
1231846,RM 31-MORGAN'S LANDING,WATER,05/02/2023 10:00,FC5912-13,PS,,05/09/2023 00:00,05/22/2023 12:35,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Zinc,7440-66-6,N,EPA 200.7,0,U,,5.0,LOD,ug/l,1,,,,,,,,,,,,,2,,T,Metals,001,280,20,5.0,20,FC5912
1231846,RM 36-MOOSE RIVER,WATER,05/02/2023 10:38,FC5912-14,PS,,05/09/2023 00:00,05/22/2023 12:40,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Calcium,7440-70-2,N,EPA 200.7,11800,,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,80,1000,100,1000,FC5912
1231846,RM 36-MOOSE RIVER,WATER,05/02/2023 10:38,FC5912-14,PS,,05/09/2023 00:00,05/22/2023 12:40,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Iron,7439-89-6,N,EPA 200.7,2140,,,50,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,120,300,50,300,FC5912
1231846,RM 36-MOOSE RIVER,WATER,05/02/2023 10:38,FC5912-14,PS,,05/09/2023 00:00,05/22/2023 12:40,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Magnesium,7439-95-4,N,EPA 200.7,0,U,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,140,5000,100,5000,FC5912
1231846,RM 36-MOOSE RIVER-DUP,WATER,05/02/2023 10:45,FC5912-15,PS,,05/09/2023 00:00,05/22/2023 12:45,MA19432,MP42262,EPA 200.7,05/18/2023 16:00,Calcium,7440-70-2,N,EPA 200.7,11700,,,100,LOD,ug/l,1,,,,,,,,,,,,,3,,T,Metals,001,80,1000,100,1000,FC5912
