"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","1463813 MS FOR [MXX31801]","9","07/31/2018 09:27","1463814","MS","","08/02/2018 08:13","08/04/2018 19:32","MMS10267","MXX31801","E200.2","08/02/2018 08:00","Lead",".","7439-92-1","N","EP200.8",1070,"=","",,0.1,"ug/L",1,20,50,,,1000,107,70,130,0.35,,,,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.2,0.1,0.062
"","1463813 MS FOR [MXX31801]","9","07/31/2018 09:27","1463814","MS","","08/02/2018 08:13","08/04/2018 19:32","MMS10267","MXX31801","E200.2","08/02/2018 08:00","Zinc",".","7440-66-6","N","EP200.8",1200,"=","",,2.5,"ug/L",1,20,50,,,1000,104,70,130,157,,,,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",5,2.5,2.5
"","1463815 MS FOR [MXX31801]","9","08/01/2018 12:30","1463816","MS","","08/02/2018 08:13","08/04/2018 20:11","MMS10267","MXX31801","E200.2","08/02/2018 08:00","Arsenic",".","7440-38-2","N","EP200.8",1050,"=","",,2.5,"ug/L",1,20,50,,,1000,105,70,130,0,,,,3,"(<10)","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",5,2.5,1.5
"","1463815 MS FOR [MXX31801]","9","08/01/2018 12:30","1463816","MS","","08/02/2018 08:13","08/04/2018 20:11","MMS10267","MXX31801","E200.2","08/02/2018 08:00","Cadmium",".","7440-43-9","N","EP200.8",103,"=","",,0.25,"ug/L",1,20,50,,,100,103,70,130,0,,,,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.5,0.25,0.15
"","1463815 MS FOR [MXX31801]","9","08/01/2018 12:30","1463816","MS","","08/02/2018 08:13","08/04/2018 20:11","MMS10267","MXX31801","E200.2","08/02/2018 08:00","Chromium",".","7440-47-3","N","EP200.8",419,"=","",,1,"ug/L",1,20,50,,,400,105,70,130,0,,,,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",2,1,0.78
"","1463815 MS FOR [MXX31801]","9","08/01/2018 12:30","1463816","MS","","08/02/2018 08:13","08/04/2018 20:11","MMS10267","MXX31801","E200.2","08/02/2018 08:00","Copper",".","7440-50-8","N","EP200.8",1030,"=","",,0.5,"ug/L",1,20,50,,,1000,103,70,130,1.42,,,,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",1,0.5,0.31
"","1463815 MS FOR [MXX31801]","9","08/01/2018 12:30","1463816","MS","","08/02/2018 08:13","08/04/2018 20:11","MMS10267","MXX31801","E200.2","08/02/2018 08:00","Lead",".","7439-92-1","N","EP200.8",1100,"=","",,0.1,"ug/L",1,20,50,,,1000,110,70,130,0,,,,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.2,0.1,0.062
"","1463815 MS FOR [MXX31801]","9","08/01/2018 12:30","1463816","MS","","08/02/2018 08:13","08/04/2018 20:11","MMS10267","MXX31801","E200.2","08/02/2018 08:00","Zinc",".","7440-66-6","N","EP200.8",1050,"=","",,2.5,"ug/L",1,20,50,,,1000,103,70,130,13.1,,,,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",5,2.5,2.5
"","CB for HBN 1783641 (WFI/2732)","1","","1464484","CB","","08/03/2018 15:14","08/02/2018 17:47","WFI2732","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783641 (WFI/2732)","1","","1464484","CB","","08/03/2018 15:14","08/02/2018 17:47","WFI2732","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783641 (WFI/2732)","1","","1464484","CB","","08/03/2018 15:14","08/02/2018 17:47","WFI2732","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783641 (WFI/2732)","1","","1464486","CB","","08/03/2018 15:14","08/02/2018 18:10","WFI2732","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783641 (WFI/2732)","1","","1464486","CB","","08/03/2018 15:14","08/02/2018 18:10","WFI2732","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783641 (WFI/2732)","1","","1464486","CB","","08/03/2018 15:14","08/02/2018 18:10","WFI2732","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783641 (WFI/2732)","1","","1464488","CB","","08/03/2018 15:14","08/02/2018 18:29","WFI2732","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783641 (WFI/2732)","1","","1464488","CB","","08/03/2018 15:14","08/02/2018 18:29","WFI2732","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783641 (WFI/2732)","1","","1464488","CB","","08/03/2018 15:14","08/02/2018 18:29","WFI2732","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0.0171,"J","",,0.025,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"AYC",0.05,0.025,0.0125
"","CB for HBN 1783709 (MMS/10267)","1","","1464824","CB","","08/06/2018 13:06","08/04/2018 18:45","MMS10267","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CB for HBN 1783709 (MMS/10267)","1","","1464824","CB","","08/06/2018 13:06","08/04/2018 18:45","MMS10267","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CB for HBN 1783709 (MMS/10267)","1","","1464824","CB","","08/06/2018 13:06","08/04/2018 18:45","MMS10267","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.312
"","CB for HBN 1783709 (MMS/10267)","1","","1464824","CB","","08/06/2018 13:06","08/04/2018 18:45","MMS10267","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CB for HBN 1783709 (MMS/10267)","1","","1464824","CB","","08/06/2018 13:06","08/04/2018 18:45","MMS10267","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.0248
"","CB for HBN 1783709 (MMS/10267)","1","","1464824","CB","","08/06/2018 13:06","08/04/2018 18:45","MMS10267","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",2,1,1
"","CB for HBN 1783709 (MMS/10267)","1","","1464826","CB","","08/06/2018 13:06","08/04/2018 19:20","MMS10267","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CB for HBN 1783709 (MMS/10267)","1","","1464826","CB","","08/06/2018 13:06","08/04/2018 19:20","MMS10267","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CB for HBN 1783709 (MMS/10267)","1","","1464826","CB","","08/06/2018 13:06","08/04/2018 19:20","MMS10267","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.312
"","CB for HBN 1783709 (MMS/10267)","1","","1464826","CB","","08/06/2018 13:06","08/04/2018 19:20","MMS10267","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CB for HBN 1783709 (MMS/10267)","1","","1464826","CB","","08/06/2018 13:06","08/04/2018 19:20","MMS10267","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.0248
"","CB for HBN 1783709 (MMS/10267)","1","","1464826","CB","","08/06/2018 13:06","08/04/2018 19:20","MMS10267","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",2,1,1
"","CB for HBN 1783709 (MMS/10267)","1","","1464828","CB","","08/06/2018 13:06","08/04/2018 19:56","MMS10267","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CB for HBN 1783709 (MMS/10267)","1","","1464828","CB","","08/06/2018 13:06","08/04/2018 19:56","MMS10267","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CB for HBN 1783709 (MMS/10267)","1","","1464828","CB","","08/06/2018 13:06","08/04/2018 19:56","MMS10267","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.312
"","CB for HBN 1783709 (MMS/10267)","1","","1464828","CB","","08/06/2018 13:06","08/04/2018 19:56","MMS10267","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CB for HBN 1783709 (MMS/10267)","1","","1464828","CB","","08/06/2018 13:06","08/04/2018 19:56","MMS10267","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.0248
"","CB for HBN 1783709 (MMS/10267)","1","","1464828","CB","","08/06/2018 13:06","08/04/2018 19:56","MMS10267","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",2,1,1
"","CB for HBN 1783709 (MMS/10267)","1","","1464830","CB","","08/06/2018 13:06","08/04/2018 20:32","MMS10267","","","","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CB for HBN 1783709 (MMS/10267)","1","","1464830","CB","","08/06/2018 13:06","08/04/2018 20:32","MMS10267","","","","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CB for HBN 1783709 (MMS/10267)","1","","1464830","CB","","08/06/2018 13:06","08/04/2018 20:32","MMS10267","","","","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,0.4,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.312
"","CB for HBN 1783709 (MMS/10267)","1","","1464830","CB","","08/06/2018 13:06","08/04/2018 20:32","MMS10267","","","","Copper",".","7440-50-8","N","EP200.8",0,"U","",,0.2,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CB for HBN 1783709 (MMS/10267)","1","","1464830","CB","","08/06/2018 13:06","08/04/2018 20:32","MMS10267","","","","Lead",".","7439-92-1","N","EP200.8",0,"U","",,0.04,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.0248
"","CB for HBN 1783709 (MMS/10267)","1","","1464830","CB","","08/06/2018 13:06","08/04/2018 20:32","MMS10267","","","","Zinc",".","7440-66-6","N","EP200.8",0,"U","",,1,"ug/L",1,100,100,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",2,1,1
"","CB for HBN 1783791 [WDA/4362]","1","","1465165","CB","","08/07/2018 14:30","08/07/2018 13:48","WDA4362","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CB for HBN 1783791 [WDA/4362]","1","","1465167","CB","","08/07/2018 14:30","08/07/2018 14:00","WDA4362","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CB for HBN 1783791 [WDA/4362]","1","","1465169","CB","","08/07/2018 14:30","08/07/2018 14:10","WDA4362","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0,"U","",,0.01,"mg/L",1,10,10,,,,,,,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CCV for HBN 1783641 (WFI/2732)","1","","1464483","CCV","","08/03/2018 15:14","08/02/2018 17:45","WFI2732","","","","",".","Nitrate","N","SM21 4500NO3-F",1.31,"=","",,0.025,"mg/L",1,5,5,,,1.25,104,70,130,,,,,3,"","Waters Department",20,9,"AYC",0.05,0.025,0.0125
"","CCV for HBN 1783641 (WFI/2732)","1","","1464483","CCV","","08/03/2018 15:14","08/02/2018 17:45","WFI2732","","","","",".","Nitrite","N","SM21 4500NO3-F",1.23,"=","",,0.025,"mg/L",1,5,5,,,1.25,98.6,90,110,,,,,3,"","Waters Department",20,10,"AYC",0.05,0.025,0.0125
"","CCV for HBN 1783641 (WFI/2732)","1","","1464483","CCV","","08/03/2018 15:14","08/02/2018 17:45","WFI2732","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.54,"=","",,0.025,"mg/L",1,5,5,,,2.5,102,90,110,,,,,3,"","Waters Department",20,11,"AYC",0.05,0.025,0.0125
"","CCV for HBN 1783641 (WFI/2732)","1","","1464485","CCV","","08/03/2018 15:14","08/02/2018 18:08","WFI2732","","","","",".","Nitrate","N","SM21 4500NO3-F",1.22,"=","",,0.025,"mg/L",1,5,5,,,1.25,97.2,70,130,,,,,3,"","Waters Department",20,9,"AYC",0.05,0.025,0.0125
"","CCV for HBN 1783641 (WFI/2732)","1","","1464485","CCV","","08/03/2018 15:14","08/02/2018 18:08","WFI2732","","","","",".","Nitrite","N","SM21 4500NO3-F",1.27,"=","",,0.025,"mg/L",1,5,5,,,1.25,101,90,110,,,,,3,"","Waters Department",20,10,"AYC",0.05,0.025,0.0125
"","CCV for HBN 1783641 (WFI/2732)","1","","1464485","CCV","","08/03/2018 15:14","08/02/2018 18:08","WFI2732","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.48,"=","",,0.025,"mg/L",1,5,5,,,2.5,99.2,90,110,,,,,3,"","Waters Department",20,11,"AYC",0.05,0.025,0.0125
"","CCV for HBN 1783641 (WFI/2732)","1","","1464487","CCV","","08/03/2018 15:14","08/02/2018 18:27","WFI2732","","","","",".","Nitrate","N","SM21 4500NO3-F",1.32,"=","",,0.025,"mg/L",1,5,5,,,1.25,105,70,130,,,,,3,"","Waters Department",20,9,"AYC",0.05,0.025,0.0125
"","CCV for HBN 1783641 (WFI/2732)","1","","1464487","CCV","","08/03/2018 15:14","08/02/2018 18:27","WFI2732","","","","",".","Nitrite","N","SM21 4500NO3-F",1.33,"=","",,0.025,"mg/L",1,5,5,,,1.25,107,90,110,,,,,3,"","Waters Department",20,10,"AYC",0.05,0.025,0.0125
"","CCV for HBN 1783641 (WFI/2732)","1","","1464487","CCV","","08/03/2018 15:14","08/02/2018 18:27","WFI2732","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.65,"=","",,0.025,"mg/L",1,5,5,,,2.5,106,90,110,,,,,3,"","Waters Department",20,11,"AYC",0.05,0.025,0.0125
"","CCV for HBN 1783709 (MMS/10267","1","","1464823","CCV","","08/06/2018 13:06","08/04/2018 18:42","MMS10267","","","","Arsenic",".","7440-38-2","N","EP200.8",50.8,"=","",,1,"ug/L",1,100,100,,,50,102,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CCV for HBN 1783709 (MMS/10267","1","","1464823","CCV","","08/06/2018 13:06","08/04/2018 18:42","MMS10267","","","","Cadmium",".","7440-43-9","N","EP200.8",25.3,"=","",,0.1,"ug/L",1,100,100,,,25,101,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CCV for HBN 1783709 (MMS/10267","1","","1464823","CCV","","08/06/2018 13:06","08/04/2018 18:42","MMS10267","","","","Chromium",".","7440-47-3","N","EP200.8",47.5,"=","",,0.4,"ug/L",1,100,100,,,50,95.1,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.312
"","CCV for HBN 1783709 (MMS/10267","1","","1464823","CCV","","08/06/2018 13:06","08/04/2018 18:42","MMS10267","","","","Copper",".","7440-50-8","N","EP200.8",52,"=","",,0.2,"ug/L",1,100,100,,,50,104,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CCV for HBN 1783709 (MMS/10267","1","","1464823","CCV","","08/06/2018 13:06","08/04/2018 18:42","MMS10267","","","","Lead",".","7439-92-1","N","EP200.8",10.3,"=","",,0.04,"ug/L",1,100,100,,,10,103,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.0248
"","CCV for HBN 1783709 (MMS/10267","1","","1464823","CCV","","08/06/2018 13:06","08/04/2018 18:42","MMS10267","","","","Zinc",".","7440-66-6","N","EP200.8",51.6,"=","",,1,"ug/L",1,100,100,,,50,103,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",2,1,1
"","CCV for HBN 1783709 (MMS/10267","1","","1464825","CCV","","08/06/2018 13:06","08/04/2018 19:17","MMS10267","","","","Arsenic",".","7440-38-2","N","EP200.8",50.2,"=","",,1,"ug/L",1,100,100,,,50,100,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CCV for HBN 1783709 (MMS/10267","1","","1464825","CCV","","08/06/2018 13:06","08/04/2018 19:17","MMS10267","","","","Cadmium",".","7440-43-9","N","EP200.8",25.6,"=","",,0.1,"ug/L",1,100,100,,,25,103,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CCV for HBN 1783709 (MMS/10267","1","","1464825","CCV","","08/06/2018 13:06","08/04/2018 19:17","MMS10267","","","","Chromium",".","7440-47-3","N","EP200.8",47.1,"=","",,0.4,"ug/L",1,100,100,,,50,94.1,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.312
"","CCV for HBN 1783709 (MMS/10267","1","","1464825","CCV","","08/06/2018 13:06","08/04/2018 19:17","MMS10267","","","","Copper",".","7440-50-8","N","EP200.8",50.9,"=","",,0.2,"ug/L",1,100,100,,,50,102,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CCV for HBN 1783709 (MMS/10267","1","","1464825","CCV","","08/06/2018 13:06","08/04/2018 19:17","MMS10267","","","","Lead",".","7439-92-1","N","EP200.8",10.1,"=","",,0.04,"ug/L",1,100,100,,,10,101,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.0248
"","CCV for HBN 1783709 (MMS/10267","1","","1464825","CCV","","08/06/2018 13:06","08/04/2018 19:17","MMS10267","","","","Zinc",".","7440-66-6","N","EP200.8",51,"=","",,1,"ug/L",1,100,100,,,50,102,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",2,1,1
